Areaname	State	Projects (per 1000 pop)	Pct Added Housing Sq Ft	Pct Change in Permits	Pct Added Housing Value	Empl Change (pct)	Median Age 2000	Percent Under 5	Percent Under 18	Percent Above 65	Employment Change	Unemployment 1990	Unemployment 2000	Unemployment 2008	School (pct)	School Percent HS	Change Housing Value (pct)	Rent (med) 1980	Rent (med)  2000	Income (household median) 1979	Income (median) 1989	Income (median) 1999	Income (median) 2000	Income (median) 2007	Poverty (pct) 2007	Pop Urban (pct) 2000	Pop Density 2008	Pop Female (pct) 2000	Pop White (pct) 2000	Pop Black (pct) 2000	Pop Asian (pct) 2000	Travel time work 2000	Income (per cap) 1980	Income (per cap) 1990	Income (per cap) 2000	---	Alabama	Arkansas	Florida	Georgia	Louisiana	Mississippi	North Carolina	South Carolina	Tennessee	Virginia	West Virginia	Area (sq mile)	Pop (urban) 2000	Pop (rural) 2000	School enroll (pub) 2004	School enroll (pub) 2006	Housing Med Value 1980	Housing Med Value 1990	Housing Med Value 2000	Housing permits 2005	Housing permits 2008	Housing value new 2005	Housing value new 2008	Pop 1980	Pop 1990	Pop 2000	Pop 2008
Fluvanna, VA	VA	4.83200931	-57.258065	-125.4545455	-56.49017424	0.05692139	38.3	7	23.4	14.1	1454	2.8	2	3.3	14.3634513	80	202.445652	195	669	13276	31378	46372	46630	57038	7	29.7301342	88.8888889	53.6	79.4	18.4	0.4	32.5	6944	15877	23256		0	0	0	0	0	0	0	0	0	1	0	287.37	5960	14087	3395	3669	36800	75100	111300	248	110	50276	21875	10244	12429	20047	25544
Giles, VA	VA	2.53861242	-35.820896	-55.81395349	-0.911189406	-0.0165807	40.2	5.3	21	16.6	-286	8.6	4.2	5.5	15.1023248	75.9	121.794872	166	375	13589	24125	34927	35830	41186	11.4	16.9898541	48.2719055	51.1	97.4	1.6	0.2	28.2	7658	14717	20793		0	0	0	0	0	0	0	0	0	1	0	357.33	2830	13827	2538	2605	31200	46300	69200	67	43	8231	8156	17810	16366	16657	17249
Greensville, VA	VA	4.13147756	-51.666667	-106.8965517	-33.55680377	0.01781681	38.1	6.1	17	11	213	5.7	3.4	5.5	22.3337516	62.1	137.931034	143	395	11655	22116	32002	31387	37509	19.9	34.1955017	40.465069	38.3	38.9	59.7	0.4	22.4	7052	13961	17393		0	0	0	0	0	0	0	0	0	1	0	295.44	3953	7607	2647	2670	29000	45200	69000	60	29	5519	3667	10903	8853	11560	11955
Hanover, VA	VA	3.97625221	-40.226171	-67.2972973	-48.05706031	0.10163865	37.4	5.7	23.5	12.4	10135	2.8	1.6	3.5	19.2556861	86.6	163.419118	259	686	21349	40683	59223	60486	75046	5.1	56.5801668	210.958788	50.8	88.3	9.3	0.8	25.4	11005	20527	31461		0	0	0	0	0	0	0	0	0	1	0	472.68	48840	37480	18529	19201	54400	91300	143300	619	370	138450	71915	50398	63306	86320	99716
Isle of Wight, VA	VA	4.89020813	-72.659176	-265.7534247	-72.89590693	0.03205345	38.9	5.6	22.4	13.2	1137	5.1	2.2	3.7	15.3191249	76.2	226.515152	199	502	16862	29168	45387	46507	58840	8.3	34.0184338	112.299364	51.1	71.1	27.1	0.3	29.9	9571	17189	27137		0	0	0	0	0	0	0	0	0	1	0	315.87	10113	19615	5167	5434	39600	83200	129300	534	146	113802	30845	21603	25053	29728	35472
Lancaster, VA	VA	7.541221	-42.307692	-71.42857143	-37.24395534	0.0831153	49.8	4.4	16.8	31.6	953	11	5.7	5.7	12.6635269	74.4	220.97561	216	508	13217	27275	33239	35113	42392	12.9	0	86.1198738	53.5	69.9	28.9	0.3	23.6	9011	20738	30380		0	0	0	0	0	0	0	0	0	1	0	133.14	0	11567	1475	1452	41000	90000	131600	132	77	24898	15625	10129	10896	11567	11466
Louisa, VA	VA	9.97036452	-57.967033	-137.9084967	-62.14733874	0.14323267	38.8	6.3	22.3	14.7	4686	5.4	2.4	4.3	13.9809268	71.7	197.530864	201	504	13871	26169	39402	40616	52514	9.7	0	65.8084242	50.8	76.5	21.6	0.2	36	7589	15414	25648		0	0	0	0	0	0	0	0	0	1	0	497.14	0	25627	4408	4574	32400	64400	96400	728	306	141850	53694	17825	20325	25627	32716
Mecklenburg, VA	VA	5.65666154	-25.128205	-33.56164384	-7.334667955	-0.0414464	40.9	5.4	19.6	20.4	-1333	5.7	3.3	6.6	15.2664635	67.8	187.455197	154	375	12561	20901	31380	31543	36266	16	21.6429895	51.5474492	50.7	59.2	39.1	0.3	25.5	7061	14375	20471		0	0	0	0	0	0	0	0	0	1	0	623.93	7008	25372	4931	4910	27900	50700	80200	195	146	28972	26847	29444	29241	32380	32162
Northampton, VA	VA	5.17937277	-54.700855	-154.7169811	-66.21641625	0.00134178	42.4	6.4	21.9	20.4	18	5.3	2.6	5.5	14.2228848	67.4	211.067194	155	382	9930	18117	28276	28405	33950	20.8	0	64.6911318	53.2	53.3	43	0.2	21.7	6217	14011	20868		0	0	0	0	0	0	0	0	0	1	0	207.37	0	13093	1999	1908	25300	47700	78700	135	53	27022	9129	14625	13061	13093	13415
Northumberland, VA	VA	7.10920635	-64.655172	-182.9268293	-35.12166204	0.04785134	50.1	4.5	17.5	28.5	618	9.9	4.5	5.7	11.9705768	75.9	237.958115	195	478	13589	23065	38129	37562	45085	13.6	0	67.1606864	52.3	72.2	26.6	0.2	28.4	8260	16536	24643		0	0	0	0	0	0	0	0	0	1	0	192.3	0	12259	1477	1546	38200	80300	129100	232	82	37111	24077	9828	10524	12259	12915
Prince Edward, VA	VA	4.55124462	-30	-68.83116883	-31.32045089	0.04596068	31.5	4.8	17.9	14	1003	8	3.3	5.4	12.7067773	69.9	181.818182	191	459	12295	21395	31301	31000	36481	20.3	28.6612576	61.86359	51.1	62.2	35.8	0.5	25.1	6365	12372	16279		0	0	0	0	0	0	0	0	0	1	0	352.76	5652	14068	2788	2773	33000	54200	93000	130	77	16146	11089	16456	17320	19720	21823
Prince William, VA	VA	6.40169072	-63.287938	-153.71669	-62.93153469	0.12972193	31.9	9	29.3	6.7	47314	2.3	1.8	3.3	19.4519842	88.8	122.288262	308	862	25435	49370	65960	67466	86294	5	90.7685898	1079.7975	50.1	68.9	18.8	3.8	36.9	11018	21233	31043		0	0	0	0	0	0	0	0	0	1	0	337.78	254890	25923	66298	70948	67300	138500	149600	5427	2139	692818	256817	144703	215686	280813	364734
Pulaski, VA	VA	4.10432218	-46.206897	-26.08695652	-34.98909213	-0.0332695	40.3	5	19.2	17.3	-1164	13.3	4.5	6.6	14.4224998	74.2	146.91358	197	382	14482	23319	33873	35206	40427	14.1	49.1616136	109.139969	50.7	92.6	5.6	0.3	21.3	7061	13687	22915		0	0	0	0	0	0	0	0	0	1	0	320.57	17269	17858	4936	5046	32400	51400	80000	174	138	23836	15496	35229	34496	35127	34987
Rappahannock, VA	VA	4.62480821	-46.666667	-87.5	-29.35683872	0.11818944	42.6	5	20	16.3	846	5.6	1.8	3.5	13.9983236	76	230.690537	194	599	14583	32377	45943	47698	60540	7.8	0	26.8522339	50.3	92.6	5.4	0.2	38.7	7368	18092	27024		0	0	0	0	0	0	0	0	0	1	0	266.57	0	6983	1012	1002	39100	89300	129300	60	32	13387	9457	6093	6622	6983	7158
Rockingham, VA	VA	4.09946716	-62.807882	-168.8741722	-59.41814804	0.11710622	37.5	6.2	22.8	14.3	8712	5	1.7	3.4	21.9036481	72.4	162.043796	218	485	15505	29637	40748	42290	49346	8.3	32.8490218	87.4041003	50.8	96.6	1.4	0.3	22.8	7623	16120	22028		0	0	0	0	0	0	0	0	0	1	0	851.15	22247	45478	11244	16295	41100	71800	107700	812	302	142098	57666	57038	57482	67725	74394
Russell, VA	VA	1.37191228	-56.962025	-113.5135135	-25.21008403	-0.012001	38.7	5.1	19.9	15.9	-346	11.3	5.1	5.8	14.8486005	62.5	107.121662	191	355	13787	17853	26834	27879	33682	18.4	11.0201927	60.7403194	49.3	96.1	3.1	0	31.2	7514	12027	18521		0	0	0	0	0	0	0	0	0	1	0	474.66	3340	26968	4260	4281	33700	45000	69800	79	37	8330	6230	31761	28667	30308	28831
Smyth, VA	VA	1.40203685	-12.244898	-18.60465116	3.008634647	-0.0283968	40	5.2	20.2	17.8	-906	9.7	4.3	6.2	15.6965993	67.5	131.740614	174	353	12577	20912	30083	31224	35970	17.1	29.6333243	70.5722312	51.6	96.9	1.9	0.2	22.5	6991	13753	19724		0	0	0	0	0	0	0	0	0	1	0	452.09	9803	23278	5145	5008	29300	42600	67900	51	43	7412	7635	33366	32370	33081	31905
Spotsylvania, VA	VA	1.44852758	-91.330245	-1170.992366	-87.66634221	0.14702868	34.3	7.2	26.9	8.9	17648	3.8	1.7	3.4	20.1114712	83.8	163.86037	262	805	19222	41342	57525	59618	74374	6	65.1949776	299.433718	50.7	82.9	12.5	1.4	37.1	9352	18894	28363		0	0	0	0	0	0	0	0	0	1	0	400.86	58933	31462	22948	24140	48700	104000	128500	1665	131	293822	36239	34435	57403	90395	120031
Sussex, VA	VA	5.47859918	28.5714286	22.22222222	6.79788961	-0.0041982	37.6	5	17.2	14.8	-51	5.6	3.7	5.9	11.3598946	57.6	161.313869	160	434	12842	20833	31007	31110	35835	20.4	0	24.7549569	42.5	36.4	62.1	0.1	27.9	7387	15029	19043		0	0	0	0	0	0	0	0	0	1	0	490.73	0	12504	1348	1380	27400	48200	71600	35	45	4928	5263	10874	10248	12504	12148
Tazewell, VA	VA	1.32179486	-27.39726	-54.54545455	-25.06334459	0.04215863	40.7	5.5	19.9	16.4	1846	9.2	5.1	4.4	15.9773449	67.5	90.1960784	206	376	14667	19670	27304	28496	34702	17.8	41.7260864	84.2478932	52.1	96.2	2.3	0.6	26.6	8709	13854	20339		0	0	0	0	0	0	0	0	0	1	0	519.74	18609	25989	6873	6996	35700	48600	67900	85	55	9472	7098	50511	45960	44598	43787
Westmoreland, VA	VA	8.61393033	-11.184211	-12.59259259	-6.425438596	0.06064597	42.8	5.6	20.8	19.4	1059	8.2	3.5	5.1	13.8872981	69.3	167.696629	203	537	13361	24654	35797	35725	47823	12.4	25.72078	76.1933851	52	65.4	30.9	0.4	37.1	7898	14688	23130		0	0	0	0	0	0	0	0	0	1	0	229.18	4300	12418	2505	2425	35600	68800	95300	152	135	22800	21335	14041	15480	16718	17462
Bedford, VA	VA	2.38271229	16.6666667	45.45454546	136.4806867	0	40.9	4.8	20.2	24.6	0	3.7	2.5	5.4	0	70.9	149.035813	163	436	12495	22787	28792	31350	33776	17	100	916.110305	52.5	75.3	22.4	0.6	20	0	0	0		0	0	0	0	0	0	0	0	0	1	0	6.89	6299	0	0	0	36300	55700	90400	6	11	466	1102	5991	6073	6299	6312
Bristol, VA	VA	1.30784206	-80	-385	-83.63395863	0	41.3	5.5	19.7	23.2	0	7.8	3.2	5.9	13.7396694	72.4	116.363636	167	409	13284	19226	27389	29317	33429	18.3	99.1650832	1350.69767	54.9	92.5	5.6	0.4	18	0	0	0		0	0	0	0	0	0	0	0	0	1	0	12.9	17222	145	2319	2394	33000	48400	71400	97	20	8316	1361	19042	18426	17367	17424
Buena Vista, VA	VA	1.83703468	-26.666667	-36.36363636	-57.41056218	0	37.9	3.6	18.6	19.1	0	8.9	2.3	5.1	18.3742853	69	154.895105	185	403	14321	23929	32410	33802	38418	15.4	96.9759017	947.437775	53.6	93.6	4.8	0.4	19.6	0	0	0		0	0	0	0	0	0	0	0	0	1	0	6.83	6157	192	1129	1189	28600	43300	72900	15	11	2348	1000	6717	6406	6349	6471
Charlottesville, VA	VA	5.2863454	0	-47.66839378	-21.28003084	0	25.6	5.8	17	14	0	2.5	2.9	3.9	0	80.8	138	268	596	13942	24190	31007	32903	37195	23.6	100	4043.56725	53.3	69.6	22.2	4.9	16.6	0	0	0		0	0	0	0	0	0	0	0	0	1	0	10.26	45049	0	4405	0	50000	85600	119000	285	193	41499	32668	39916	40341	45049	41487
Hampton, VA	VA	2.96106109	-27.799228	-258.7755102	-42.50056186	-0.0063851	34	6.6	22.7	11.9	-929	5.2	2.7	4.8	15.3030366	85.5	134.190231	254	603	16971	30144	39532	39392	46462	15	99.8046942	2809.84936	50.4	49.5	44.7	1.8	21.8	8310	16525	23937		0	0	0	0	0	0	0	0	0	1	0	51.78	146151	286	22938	22265	38900	78200	91100	879	245	71192	40935	122617	133793	146437	145494
Hopewell, VA	VA	5.66719385	-28.289474	-39.44954128	1.109165207	0	35	7.7	26.9	14.3	0	6	2.8	6.1	17.5006482	71.8	121.489971	236	512	16317	26934	33196	34601	39871	15	100	2259.96094	53.3	62.3	33.5	0.8	22.4	0	0	0		0	0	0	0	0	0	0	0	0	1	0	10.24	22354	0	3908	4050	34900	54300	77300	152	109	6852	6928	23397	23101	22354	23142
Lynchburg, VA	VA	4.27851247	-46.908316	-99.19678715	-42.38613188	0	35.1	6.5	20.7	16.9	0	5.6	2.4	4.8	12.2362114	78	128.074866	206	469	15312	23726	32234	33270	36374	19.4	96.9755933	1469.8522	54.3	66.6	29.7	1.3	16.8	0	0	0		0	0	0	0	0	0	0	0	0	1	0	49.39	63295	1974	8620	8883	37400	56900	85300	496	249	55898	32205	66743	66049	65269	72596
Manassas, VA	VA	1.93084951	-64.285714	-180	-64.98293897	0	31.3	8.7	28.8	9.6	0	2.4	1.7	4.2	18.4490839	81.3	131.634183	295	801	24703	46674	60409	61811	73853	8.9	99.9430767	3545.31722	49.1	72.1	12.9	3.4	32.4	0	0	0		0	0	0	0	0	0	0	0	0	1	0	9.93	35115	20	6761	6495	66700	150700	154500	154	55	17877	6260	15438	27957	35135	35205
Poquoson, VA	VA	2.217988	-71.111111	-246.1538462	-70.73807969	0	39.5	4.1	19.2	16	0	3.8	1.8	3.1	21.9967876	88.5	152.718287	285	697	23963	43236	60920	63329	78191	4.7	95.7720906	762.177835	49.9	96.3	0.7	1.6	24	0	0	0		0	0	0	0	0	0	0	0	0	1	0	15.52	11077	489	2596	2602	60700	113700	153400	90	26	21434	6272	8726	11005	11566	11829
Radford, VA	VA	1.40972315	-35	-278.9473684	-67.4507554	0	22.8	4.1	12.6	10.3	0	11.5	3.2	5.3	9.51937984	83.4	154.959786	203	437	14434	19487	24654	27695	33012	30.9	97.3768838	1642.05703	54.5	88.2	8.1	1.4	16.1	0	0	0		0	0	0	0	0	0	0	0	0	1	0	9.82	15443	416	1539	1535	37300	64500	95100	72	19	5229	1702	13225	15940	15859	16125
Richmond, VA	VA	3.40654539	-51.809524	-110.6145251	-54.8135377	-0.068633	33.9	7.3	22.4	14.5	-13864	5.5	2.6	5.9	11.9924555	75.2	130.952381	231	540	13606	23551	31121	32029	38301	22.4	100	3362.77676	53.5	38.3	57.2	1.2	22.1	11466	23056	29809		0	0	0	0	0	0	0	0	0	1	0	60.07	197790	0	25954	24225	37800	66600	87300	754	358	100342	45341	219214	203056	197790	202002
Roanoke, VA	VA	2.26876784	-7.2847682	-36.42857143	7.246540525	-0.0808566	37.6	6.3	22.6	17.4	-7517	4.5	2.4	4.6	14.2276292	76	144.072948	194	448	13271	22591	30719	31030	37103	16.9	100	2168.07369	53.1	69.4	26.7	1.2	19.3	9439	18232	24682		0	0	0	0	0	0	0	0	0	1	0	42.88	94911	0	13655	13227	32900	54000	80300	191	140	17705	18988	100220	96397	94911	92967
Salem, VA	VA	2.25116799	-29.032258	-33.96226415	-39.65709196	0	39.2	4.7	18.7	17.1	0	3.1	1.9	3.7	15.6312625	82	156.019656	234	550	16072	29047	38997	41084	46891	8.3	100	1744.2769	52.8	91.9	5.9	1	17	0	0	0		0	0	0	0	0	0	0	0	0	1	0	14.59	24747	0	3944	3978	40700	69100	104200	71	53	8982	5420	23958	23756	24747	25449
Staunton, VA	VA	6.24136521	-59.663866	-40.71428571	-21.67168771	0	39.8	5.9	20.2	21.1	0	4.2	2.1	4.3	11.1987316	75.6	118.204489	210	466	15996	25366	32941	34740	39166	14.9	99.1321846	1215.98174	52.9	83.3	14	0.5	19.9	0	0	0		0	0	0	0	0	0	0	0	0	1	0	19.71	23646	207	2710	2684	40100	62700	87500	197	140	15601	12220	21857	24461	23853	23967
Virginia Beach, VA	VA	2.31117316	-43.959732	-174.1851369	-46.70453972	0.05599821	32.7	7	25.2	10.5	24289	3.8	2.2	3.7	16.7236124	90.4	101.30719	311	734	20203	36271	48705	49481	61234	6.6	98.6314158	1746.93302	50.5	71.4	19	4.9	23.9	10821	20766	30110		0	0	0	0	0	0	0	0	0	1	0	248.29	419437	5820	75515	72538	61200	96500	123200	2103	767	217921	116142	262199	393069	425257	433746
Williamsburg, VA	VA	2.14267927	-29.032258	-40.90909091	-14.36821841	0	22.6	7.5	13.7	16	0	8.8	4.3	8.7	0	89.6	221.699545	280	616	15004	25393	37093	37463	43777	20	100	1461.47541	55.1	79.5	13.3	4.6	18	0	0	0		0	0	0	0	0	0	0	0	0	1	0	8.54	11998	0	0	0	65900	121000	212000	31	22	5714	4893	9870	11530	11998	12481
Brooke, WV	WV	0.57557823	-43.478261	-76.92307692	-48.95833333	-0.0027636	41.2	4.6	18.7	19.5	-65	6.3	4.6	5.6	15.2465986	79.7	67.9197995	211	379	19600	26500	32981	33483	39601	12.2	57.3977286	264.715813	52.1	97.9	0.8	0.3	23.9	8746	15234	22386		0	0	0	0	0	0	0	0	0	0	1	88.85	14606	10841	3638	3586	39900	44100	67000	23	13	3840	1960	31117	26992	25447	23520
Grant, WV	WV	4.41943554	-61.111111	-73.58490566	-52.92347377	0.01336432	39.3	5.3	20.2	21.3	161	6.9	5.3	5.1	16.626546	70.8	141.975309	182	361	11675	20923	28916	30322	36361	14.9	22.4533145	25.2446512	50.6	98.3	0.7	0.1	26.9	6952	14651	20912		0	0	0	0	0	0	0	0	0	0	1	477.21	2537	8762	1995	2003	32400	49900	78400	92	53	9304	4380	10210	10428	11299	12047
Greenbrier, WV	WV	3.32579876	-62.694301	-72.32142857	-64.90859459	0.04622906	41.6	5.5	20.9	17.9	1598	11.9	6.5	5.4	15.4135447	73.4	100.280899	190	372	12197	19411	26927	28426	33163	17.9	28.8915334	33.8474042	51.9	95.2	3	0.2	24.3	7269	14064	20951		0	0	0	0	0	0	0	0	0	0	1	1021.26	9954	24499	5297	5328	35600	44000	71300	193	112	60445	21211	37665	34693	34453	34567
Hampshire, WV	WV	3.65535471	-72.013652	-257.3170732	-52.55519722	0.05134225	38.5	5.6	23	15.4	1159	9.2	3.3	4.2	17.4315584	71.3	134.431138	175	389	11926	20753	31666	32859	36217	16.3	0	35.1773359	50.1	98	0.8	0.2	39.7	6328	11818	18783		0	0	0	0	0	0	0	0	0	0	1	641.72	0	20203	3785	3935	33400	50500	78300	293	82	24186	11475	14867	16498	20203	22574
Hardy, WV	WV	5.42548724	-56.024096	-127.3972603	-57.75909091	0.06702965	38.9	5.8	22.1	16.2	911	5.7	3.8	4.5	17.2393496	70.3	147.350993	163	375	11577	20745	31846	32929	37336	12.9	0	23.296594	50.6	96.9	1.9	0.1	26	6430	13045	19159		0	0	0	0	0	0	0	0	0	0	1	583.39	0	12669	2330	2343	30200	49300	74700	166	73	22000	9293	10030	10977	12669	13591
Jackson, WV	WV	0.18043288	-66.666667	-200	-75.7381258	0.00461697	38.8	5.6	21.7	17.6	130	9.2	5.9	5	17.9387009	77.4	70.2819957	201	390	17223	21655	32434	33673	40978	15.7	27.425	60.4499882	51.3	98.7	0.1	0.2	27.1	8566	12760	19999		0	0	0	0	0	0	0	0	0	0	1	465.79	7679	20321	5022	5051	46100	51400	78500	15	5	779	189	25794	25938	28000	28157
Jefferson, WV	WV	4.41723834	-58.444023	-140.6392694	-62.61289411	0.06600794	36.8	6.8	24.6	10.9	3407	5.6	3.4	3.7	15.5826795	79	161.659193	200	496	15803	30941	44374	45039	61219	8.3	31.4813937	246.33704	50.5	91	6.1	0.6	36.8	7394	16611	26627		0	0	0	0	0	0	0	0	0	0	1	209.53	13282	28908	7672	8043	44600	84100	116700	527	219	134418	50255	30302	35926	42190	51615
Kanawha, WV	WV	1.48783675	-20.833333	-33.7398374	-37.08930027	-0.0177994	40.2	6.2	21.5	16.7	-3400	6.2	4.9	3.5	14.9624643	80	68.4759916	222	444	17291	23999	33766	35414	40931	14	75.3629925	211.513675	52.4	90.5	7	0.8	21.9	9996	18542	28771		0	0	0	0	0	0	0	0	0	0	1	903.1	150781	49292	28485	28581	47900	56400	80700	329	246	42945	27017	231414	207619	200073	191018
Mineral, WV	WV	2.72117666	-45.801527	-84.50704225	-41.2601626	0.03399888	39.1	5.6	22.1	14	911	6.7	5.4	4.5	17.0890091	80.3	119.402985	162	378	14662	22036	31149	32256	35929	15.5	37.0706847	81.7593751	51.1	96.2	2.5	0.2	29.2	7381	13000	20083		0	0	0	0	0	0	0	0	0	0	1	327.73	10038	17040	4583	4579	33500	49300	73500	131	71	16728	9826	27234	26697	27078	26795
Monongalia, WV	WV	3.0669573	-17.948718	55.34351145	78.61080485	0.09684769	30.4	5.4	18.2	10.2	8544	6.4	4.3	2.7	11.4462543	83.6	89.484127	237	453	13371	22183	28625	31215	40889	16.4	68.3372829	244.271237	49.6	92.2	3.4	2.5	20.6	7815	15381	23324		0	0	0	0	0	0	0	0	0	0	1	361.16	55945	25921	9960	10098	50400	64600	95500	117	262	9977	17820	75024	75509	81866	88221
Putnam, WV	WV	5.91030895	-52.851711	16.20795107	-6.593869228	0.0591299	37.7	6.1	23	13.5	3281	7	4.8	3.2	16.4161621	83.8	92.6966292	220	496	18186	27405	41892	43512	49713	10.2	59.6348059	160.263409	50.8	98	0.6	0.6	27.1	8531	15295	25115		0	0	0	0	0	0	0	0	0	0	1	346.23	30765	20824	8930	9109	53400	62700	102900	274	327	38005	35499	38181	42835	51589	55488
Wirt, WV	WV	2.78779672	-57.894737	-137.5	-57.54385965	0.02483933	37.9	4.9	20.3	16.4	143	17.4	7	5.9	17.8217822	72.4	99.0415335	171	313	12222	16951	30748	31576	36850	18.7	0	24.709215	50	98.6	0.3	0.1	32.2	5880	10270	16084		0	0	0	0	0	0	0	0	0	0	1	232.99	0	5873	1017	1026	31300	36300	62300	38	16	2280	968	4922	5192	5873	5757
Wood, WV	WV	2.04703925	-41.584158	-27.5862069	-39.71939828	-0.0231196	39.3	5.7	21.6	16.6	-1993	7	4.5	4.6	15.7231683	81.4	97.7040816	211	429	16583	25161	33285	34736	39910	16.4	73.2264224	234.702823	52	97.3	1	0.5	19.8	8852	16611	23829		0	0	0	0	0	0	0	0	0	0	1	367.29	64429	23557	13746	13554	39200	49500	77500	222	174	26657	16069	93648	86915	87986	86204
